tanggal,judul,narasi,author,label
"Agustus 30, 2023"," Surya Paloh Resmikan Ganjar Sebagai Capres 2024, Anies Makin Stres",Hasil periksa fakta Siti Lailatul Fitriyah Unggahan video dengan klaim Surya Paloh resmikan Ganjar sebagai capres 2024 adalah konten yang dimanipulasi. Tidak ada bukti valid […],Pemeriksa Fakta Junior,0
"Agustus 30, 2023", Gara-Gara Ulah Rocky Gerung Suku Dayak Perang Saudara Hingga Terjadi Tumpah Darah,Hasil periksa fakta Siti Lailatul Fitriyah Video dengan klaim perang saudara pada Suku Dayak karena ulah Rocky Gerung adalah konten tidak benar. Faktanya tidak ada […],Pemeriksa Fakta Junior,0
"Agustus 30, 2023", Penemuan Ratusan Tengkorak Manusia Di Ponpes Al-Zaytun,Hasil periksa fakta Siti Lailatul Fitriyah Unggahan video dengan klaim penemuan tengkorak manusia di ruang bawah tanah ponpes Al-Zaytun adalah konten yang dimanipulasi. Tidak ada […],Pemeriksa Fakta Junior,0
"Agustus 30, 2023"," VIRAL MALAM INI ! ROCKY GERUNG KENA AZAB, RUMAHNYA DI BAKAR BESERTA ISINYA LENYAP TAK TERSISA",Hasil periksa fakta Ummul Hidayah. Unggahan video dengan klaim rumah Rocky Gerung dibakar. Unggahan tersebut hanya menarasikan artikel tentang pernyataan Rocky Gerung bahwa rumahnya diintai […],Pemeriksa Fakta Junior,0
"Agustus 30, 2023", BUKTI KORUPSI ANIES DI BEBERKAN OLEH AHOK DI DEPAN PUBLIK?,Hasil periksa fakta Ummul Hidayah. Unggahan video dengan klaim Yenny Wahid sepakat Khofifah mendampingi Anies pada pilpres 2024Ahok membeberkan bukti korupsi Anies di depan publik. […],Pemeriksa Fakta Junior,0
"Agustus 30, 2023", TERBARU !! GIBRAN BERTEMU ANIES || TOLAK AJAKAN GANJAR & MILIH JADI CAWAPRESNYA ANIES,Hasil periksa fakta Ummul Hidayah. Unggahan video dengan klaim Gibran bertemu Anies dan memilih menjadi cawapres Anies. Isi dalam unggahan tersebut tidak sesuai dengan judul. […],Pemeriksa Fakta Junior,0
"Agustus 30, 2023", GEGER !! GANJAR DI USIR PAKSA PPP || PERLAWANAN MENGERIKAN PILIH & BERI DUKUNGAN KE ANIES,Hasil periksa fakta Ummul Hidayah. Unggahan video dengan klaim Ganjar diusir paksa oleh PPP. Unggahan tersebut hanya menarasikan artikel tentang dukungan GPK terhadap Anies sebagai […],Pemeriksa Fakta Junior,0
"Agustus 30, 2023", “Situs Giveaway Baim Wong 2023 menggunakan logo Mafindo”,Situs palsu. Kegiatan bagi-bagi hadiah oleh Baim Wong hanya akan dilakukan melalui Youtube dan Instagram live serta Facebook gaming resmi milik Baim dan Paula untuk […],Adi Syafitrah,0
"Agustus 29, 2023", Daun Pohon Koral Dikonsumsi Seperti Teh Dapat Menyembuhkan Kanker,"Hasil periksa fakta Mochamad Marcell Klaim tersebut tidak terbukti benar, faktanya pakar kesehatan menyebut perlu ada penelitian lebih lanjut apakah daun tersebut aman dikonsumsi dan […]",Pemeriksa Fakta Junior,0
"Agustus 29, 2023", Video Infrastruktur Jembatan Tinggi di Tiongkok yang Runtuh,"Hasil periksa fakta Mochamad Marcell Faktanya video tersebut sudah diedit dengan efek visual, pengunggah pertama kali video tersebut juga menyebutkan pada captionnya dengan tagar “vfx”, […]",Pemeriksa Fakta Junior,0
"Agustus 29, 2023", Presiden Ukraina Menyambut Prajurit Robot,"Hasil periksa fakta Mochamad Marcell Faktanya video tersebut adalah hasil rekayasa digital, video asli menunjukkan Zelensky bersama Perdana Menteri Inggris, Rishi Sunak, di sebuah kamp […]",Pemeriksa Fakta Junior,0
"Agustus 29, 2023", Foto Penampakan Kota Paris yang Kotor Berserakan Sampah,Hasil periksa fakta Mochamad Marcell Faktanya sudah dikonfirmasi oleh pengunggah pertamanya melalui akun Facebook Nik Art bahwa foto-foto tersebut adalah hasil buatan AI dengan Midjourney. […],Pemeriksa Fakta Junior,0
"Agustus 29, 2023", Prabowo Menjadi Pusat Korupsi Alutsista Rp 1760 T,Hasil Periksa Fakta Dyah Febriyani Rencana pengadaan Alutsista senilai Rp 1760 T merupakan draf yang belum final/selesai. Tidak ditemukan informasi resmi dari KPK jika Prabowo […],Tim Kalimasada,0
"Agustus 29, 2023", Prabowo Rela Lepas Kewarganegaraannya Demi Selamatkan Diri,"Hasil Periksa Fakta Dyah Febriyani Informasi tidak benar. Tahun 2014 lalu Waketum Gerindra Edhy Prabowo, menepis isu tersebut. Ditegaskan juga bahwa Prabowo tak pernah mengajukan […]",Tim Kalimasada,0
"Agustus 29, 2023", Video PKI Dukung Anies,Hasil Periksa Fakta Dyah Febriyani Tidak benar. Thumbnail pada video dimanipulasi dengan menggabungkan beberapa gambar menjadi satu frame. Cuplikan video merupakan peristiwa pembakaran bendera PKI […],Tim Kalimasada,0
"Agustus 29, 2023", Prabowo Jual Kekayaan Hutan Indonesia ke China,"Hasil Periksa Fakta Dyah Febriyani Klaim terkait PT Kertas Nusantara milik Prabowo dibeli oleh investor China tidak benar. Faktanya, pada tahun 2017 memang ada empat […]",Tim Kalimasada,0
"Agustus 29, 2023", Kapsul Berisi Paku Beredar di Masyarakat,"Informasi menyesatkan dan merupakan hoaks berulang. Nyatanya, obat tersebut tidak diedarkan di Indonesia melainkan di Kazakhstan dan Bangladesh. ====== [KATEGORI]: KONTEN YANG MENYESATKAN ====== [SUMBER]: […]",Syarief Ramaputra,0
"Agustus 29, 2023"," 2,3 TRILIUN DIGELAPKAN, KPK GERAK CEPAT JEMPUT PAKSA ANIES BASWEDAN",Hasil Periksa Fakta Dyah Febriyani Thumbnail pada video dimanipulasi. Pengunggah menggabungkan beberapa foto yang berbeda ke dalam satu frame. Foto orang dengan rompi KPK merupakan […],Tim Kalimasada,0
"Agustus 29, 2023", Aurel Hermansyah Bagikan Uang 3 Juta di Facebook,Hasil periksa fakta Vendra Panji Tidak benar bahwa Aurel sedang melakukan giveaway di Facebook dengan uang sebesar 3 juta rupiah untuk 200 orang pertama. =========== […],Pemeriksa Fakta Junior,0
"Agustus 29, 2023", Bekingan Sambo Telah Diamankan Polisi,Hasil periksa fakta Vendra Panji Isi video tidak menjelaskan pernyataan yang valid mengenai pengakuan dari bekingan Ferdy Sambo yang sudah diamankan polisi. =========== [KATEGORI]: Konten […],Pemeriksa Fakta Junior,0
"Agustus 29, 2023", Penemuan Wanita dan Anak-Anak Disekap di Al Zaytun,Hasil periksa fakta Vendra Panji Klaim penemuan wanita dan anak-anak yang disekap di Pondok Pesantren Al Zaytun adalah tidak benar. Thumbnail video pun tidak memiliki […],Pemeriksa Fakta Junior,0
"Agustus 29, 2023", Jutaan Ikan Terdampar Di Pantai Santolo Garut,"Hasil periksa fakta Vendra Panji Video tersebut diambil dari kejadian yang pernah terjadi di Filipina pada tahun 2016, klaim tersebut juga mendapat bantahan langsung dari […]",Pemeriksa Fakta Junior,0
"Agustus 29, 2023", Menteri Luhut Wajibkan Penggunaan Masker untuk Menghindari Virus Amoeba,Hasil periksa fakta Vendra Panji Imbauan memakai masker adalah untuk menghadapi tingginya polusi di Jakarta bukan karena munculnya sebuah virus yang dinamai virus Amoeba. Sebagai […],Pemeriksa Fakta Junior,0
"Agustus 29, 2023", Yogyakarta Ludes Diterjang Gelombang Tinggi,"Hasil periksa fakta ‘Ainayya Al Fatikhah. Unggahan video dengan judul yang mengklaim bahwa Kota Yogyakarta telah ludes diterjang gelombang tinggi merupakan konten yang dimanipulasi. Faktanya, […]",Pemeriksa Fakta Junior,0
"Agustus 29, 2023", Presiden Jokowi Angkat Lilly Wenda sebagai Anaknya,Hasil periksa fakta ‘Ainayya Al Fatikhah. Unggahan video dengan judul yang mengklaim bahwa Presiden Jokowi menjadikan Lilly Wenda sebagai anak angkatnya merupakan konten yang dimanipulasi. […],Pemeriksa Fakta Junior,0
"Agustus 29, 2023", Panji Gumilang Nekat Kabur dari Sel Tahanan,"Hasil periksa fakta ‘Ainayya Al Fatikhah. Unggahan video dengan judul yang mengklaim bahwa pendiri Ponpes Al Zaytun, Panji Gumilang, nekat kabur dari sel tahanan merupakan […]",Pemeriksa Fakta Junior,0
"Agustus 28, 2023"," Demo Al-Zaytun Ricuh, 500 Orang Meninggal Akibat Bentrok Dengan Polisi",Hasil periksa fakta Siti Lailatul Fitriyah Unggahan video sebuah akun youtube dengan klaim bahwa 500 orang meninggal karena terlibat aksi dengan polisi pada saat demo […],Pemeriksa Fakta Junior,0
"Agustus 28, 2023"," Anies Positif Gagal Nyapres, Demokrat Resmi Hengkang","Hasil periksa fakta Siti Lailatul Fitriyah Unggahan video dengan klaim Anies gagal mencalonkan diri sebagai calon Presiden konten yang dimanipulasi. Judul, isi video dan narasi […]",Pemeriksa Fakta Junior,0
"Agustus 28, 2023", Ganjar Pranowo Keturunan Belanda,"Hasil Periksa Fakta Gabriela Nauli Sinaga Faktanya informasi tersebut telah dibantah oleh Ganjar Pranowo. Berdasarkan garis keturunan yang ditemukan, tidak ada garis keturunan asing yang […]",Pemeriksa Fakta Junior,0
"Agustus 28, 2023", Pasukan Suku Dayak Datang Ke Jakarta Untuk Menangkap Rocky Gerung,Hasil Periksa Fakta Gabriela Nauli Sinaga Faktanya video tersebut merupakan video penyambutan Presiden Joko Widodo oleh Masyarakat Adat Suku Dayak di perhelatan Bahaupm Bide Bahana […],Pemeriksa Fakta Junior,0
"Agustus 28, 2023", Anies Baswedan Setuju Berduet dengan Ganjar pada Pilpres 2024,Hasil Periksa Fakta Gabriela Nauli Sinaga Faktanya rencana untuk memasangkan Anies dan Ganjar pada Pilpres 2024 merupakan ide yang muncul sebelum adanya pengumuman resmi calon […],Pemeriksa Fakta Junior,0
"Agustus 28, 2023", Nama Asli Jokowi adalah Harbertus,Hasil Periksa Fakta Gabriela Nauli Sinaga Faktanya isu nama Jokowi merupakan Harbertus merupakan hoaks lama yang telah ada pada saat Joko Widodo akan mencalonkan diri […],Pemeriksa Fakta Junior,0
"Agustus 28, 2023", Pesan Berantai Video “Telur Palsu”,"MENYESATKAN, hoaks daur ulang. FAKTA: sudah diklarifikasi pada tahun 2021 lalu, berdasarkan uji laboratorium Dinas Ketahanan Pangan dan Peternakan Kota Kediri hasilnya Telur adalah ASLI […]",Aribowo Sasmito,0
"Agustus 27, 2023"," Kanker Kulit Akibat Sinar Matahari Adalah Fenomena Baru 60 Tahun Terakhir, Akibat Dari Pola Makan dan Sun Screen","Hasil periksa fakta Mochamad Marcell Faktanya catatan jurnal medis menunjukkan bahwa penyakit kanker kulit telah ada sepanjang sejarah manusia, meskipun istilah yang digunakan berbeda-beda. Selengkapnya […]",Pemeriksa Fakta Junior,0
"Agustus 27, 2023", Jeruk Nipis Dapat Meringankan Sakit Gigi,Hasil periksa fakta Mochamad Marcell Tidak ada bukti ilmiah yang membenarkan klaim tersebut. Faktanya para ahli menyebut bahwa kandungan asam dalam jeruk nipis justru dapat […],Pemeriksa Fakta Junior,0
"Agustus 27, 2023", Penelitian Terbaru: Vaksin Booster Hanya Meningkatkan Risiko Tertular Covid-19,"Hasil periksa fakta Mochamad Marcell Faktanya seorang dokter telah salah menyimpulkan penelitian tersebut, temuan dalam penelitian tersebut menunjukkan bahwa vaksin menjadi kurang efektif terhadap jenis […]",Pemeriksa Fakta Junior,0
"Agustus 27, 2023", Video Laser Berenergi Tinggi Penyebab Kebakaran Hutan di Hawaii 2023,"Hasil periksa fakta Mochamad Marcell Faktanya video amatir tersebut sudah dipublikasi sejak 2018 yang menunjukkan ledakan dari saluran listrik di Louisiana, tidak ada kaitannya dengan […]",Pemeriksa Fakta Junior,0
"Agustus 27, 2023", Jokowi Memegang Gambar Anies Disertai Kalimat “PERUBAHAN INDONESIA”,Hasil Periksa Fakta Luthfiyah OJ (UIN Raden Mas Said Surakarta). Foto Jokowi sedang memegang gambar Anies disertai kalimat “PERUBAHAN INDONESIA” tidak benar. Foto yang asli […],Pemeriksa Fakta Junior,0
"Agustus 27, 2023", Lowongan Kerja KPP Pratama Luwuk,Hasil periksa fakta Rahmah an. KPP Pratama Luwuk tidak membuka lowongan pekerjaan. Segala bentuk rekrutmen pegawai DJP langsung dilaksanakan oleh Kementerian Keuangan. Informasi resmi hanya […],Pemeriksa Fakta Junior,0
"Agustus 27, 2023", Akun Facebook Layanan Imigrasi Online,Hasil periksa fakta Rahmah an. Ditjen Imigrasi mngonfirmasi akun Facebook yang beredar adalah tidak benar dan menegaskan permohonan pembuatan paspor secara online hanya melalui aplikasi […],Pemeriksa Fakta Junior,0
"Agustus 27, 2023", Akun WhatsApp Sekretaris Daerah Kabupaten Jember Hadi Sasmito,Hasil periksa fakta Rahmah an. Kepala Diskominfo Jember Boby A Sandy mengatakan akun WhatsApp tersebut bukan milik Hadi Sasmito. KATEGORI: IMPOSTER CONTENT/KONTEN TIRUAN ===SUMBER: WhatsApp […],Pemeriksa Fakta Junior,0
"Agustus 27, 2023", Akun Facebook Ketua Tim Penggerak PKK Kabupaten Paser Sinta Rosma Yenti,Hasil periksa fakta Rahmah an. Faktanya Sinta Rosma Tenti tidak pernah menghubungi seseorang melalui messenger dan tidak pernah meminta apapun. KATEGORI: IMPOSTER CONTENT/KONTEN TIRUAN ===SUMBER: […],Pemeriksa Fakta Junior,0
"Agustus 27, 2023", Pesan WhatsApp Staf Sekretariat Daerah Kabupaten Sragen Menawarkan Bantuan,Hasil periksa fakta Rahmah an. Pejabat Pengelola Informasi dan Dokumentasi (PPID) Kabupaten Sragen dalam akun Twitter resminya @ppid_sragen mengklarifikasi bahwa pesan tersebut adalah penipuan. KATEGORI: […],Pemeriksa Fakta Junior,0
"Agustus 27, 2023", Akun WhatsApp Sekda Barito Utara Muhlis +6281389540367,Hasil periksa fakta Rahmah an. Diskominfo dan Persandian Barito Utara menyatakan bahwa akun tersebut bukan Sekda Muhlis dan merupakan modus penipuan. KATEGORI: IMPOSTER CONTENT/KONTEN TIRUAN […],Pemeriksa Fakta Junior,0
"Agustus 27, 2023", Lowongan Kerja di Puskesmas Baturusa,"Hasil periksa fakta Rahmah an. Kepala Dinas Kesehatan (Dinkes) Bangka, Then Suyanti memastikan informasi lowongan kerja yang mengatasnamakan Puskesmas Baturusa adalah hoaks. KATEGORI: KONTEN PALSU […]",Pemeriksa Fakta Junior,0
"Agustus 27, 2023", Akun Facebook Komisioner Komisi Independen Pemilihan (KIP) Pidie Jaya Masrur Salamuddin,Hasil periksa fakta Rahmah an. Akun palsu. Masrur menegaskan agar tidak menanggapi akun Facebook tersebut. KATEGORI: IMPOSTER CONTENT/KONTEN TIRUAN ===SUMBER: Facebookhttps://archive.vn/HyFPHhttps://www.facebook.com/profile.php?id=61550152080692&mibextid=ZbWKwL ===NARASI:“Assalamualaikum kk”“Waalaikumsalam. Kiban Pue […],Pemeriksa Fakta Junior,0
"Agustus 27, 2023", “Prabowo dan Ganjar Takut Berdebat dengan Anies di Universitas Indonesia”,Hasil periksa fakta Yudho Ardi Informasi menyesatkan. Judul dan isi video tidak sesuai dan narator dalam video tersebut tidak berkaitan. Dalam video tersebut sama sekali […],Tim Kalimasada,0
"Agustus 27, 2023", Akun Facebook Wakil Gubernur Sulawesi Utara Steven Kandouw,Hasil periksa fakta Rahmah an. Akun Facebook resmi milik Steven Kandouw yaitu www.facebook.com/stevenkandouwofficial dengan pengikut mencapai 20 ribu. KATEGORI: IMPOSTER CONTENT/KONTEN TIRUAN ===SUMBER: Facebookhttps://archive.ph/6WN6Thttps://www.facebook.com/profile.php?id=61550071610769&mibextid=ZbWKwL ===NARASI:“Akun […],Pemeriksa Fakta Junior,0
"Agustus 27, 2023", “MINUM AIR SETELAH MAKAN DAPAT SEBABKAN PERUT BUNCIT”,"Hasil periksa fakta Yudho Ardi Faktanya, perut buncit disebabkan simpanan lemak (trigliserida) yang dipengaruhi oleh kelebihan asupan karbohidrat, terutama karbo yang sederhana. Sedangkan minum air […]",Tim Kalimasada,0
"Agustus 27, 2023"," AJAK JIHAD BUNUH JOKOWI, PRIA BERSORBAN INI DITANGKAP SAAT CERAMAH","Hasil periksa fakta Pekik Jalu Utomo.Faktanya tidak ditemukan informasi kredibel terkait klaim narasi tersebut. Selain thumbnail merupakan hasil manipulasi, video tersebut hanya berisi cuplikan dari […]",Tim Kalimasada,0
"Agustus 27, 2023", HERU BUDI BONGKAR KORUPSI ANIES DI DEPAN MEDIA,"Hasil periksa fakta Pekik Jalu Utomo.Informasi yang menyesatkan. Faktanya judul, isi dan thumbnail video tidak berkaitan. Narasi yang menyatakan Heru Budi membongkar korupsi Anies Baswedan […]",Tim Kalimasada,0
"Agustus 27, 2023", AHOK DITETAPKAN JADI GUBERNUR DKI,"Hasil periksa fakta Pekik Jalu Utomo.Informasi yang menyesatkan. Faktanya judul, isi dan thumbnail video tidak sesuai. Narasi yang menyatakan Ahok ditetapkan menjadi Gubernur DKI adalah […]",Tim Kalimasada,0
"Agustus 27, 2023", Kuburan Massal Diduga Korban Panji Gumilang,Hasil periksa fakta Vendra Panji Klaim penemuan kuburan massal di Pondok Pesantren Al Zaytun adalah tidak benar. Thumbnail video pun tidak memiliki kaitan dengan judul […],Pemeriksa Fakta Junior,0
"Agustus 27, 2023", Traffic Cone Lemas Karena Suhu Panas Semarang,"Hasil periksa fakta Vendra Panji Penjelasan dari dishub Semarang adalah cone yang jatuh tersebut diakibatkan karena mobil yang menyenggolnya, bukan diakibatkan oleh suhu panas Semarang. […]",Pemeriksa Fakta Junior,0
"Agustus 26, 2023", Presiden Jokowi Berikan Sebuah Rumah untuk Lilly Wenda,Hasil periksa fakta ‘Ainayya Al Fatikhah. Unggahan video dengan judul yang mengklaim bahwa Presiden Jokowi memberi rumah untuk Lilly Wenda sang pembawa baki Paskibraka Nasional […],Pemeriksa Fakta Junior,0
"Agustus 26, 2023", Presiden Jokowi Datang ke Papua untuk Merenovasi Rumah Lilly Wenda,Hasil periksa fakta ‘Ainayya Al Fatikhah. Unggahan video dengan judul yang mengklaim bahwa Presiden Jokowi datang ke Papua untuk merenovasi rumah pembawa baki Paskibraka Nasional […],Pemeriksa Fakta Junior,0
"Agustus 26, 2023", Temuan 200 Ton Emas Milik Panji Gumilang,Hasil periksa fakta ‘Ainayya Al Fatikhah. Unggahan video dengan judul yang mengklaim bahwa Panji Gumilang memiliki 200 ton emas hasil korupsi aset negara merupakan konten […],Pemeriksa Fakta Junior,0
"Agustus 26, 2023", Senior dan Kader PDIP Resmi Tak Dukung Ganjar di Pilpres 2024,Hasil periksa fakta ‘Ainayya Al Fatikhah. Unggahan video dengan judul yang mengklaim bahwa senior dan kader PDI Perjuangan resmi tidak mendukung Ganjar Pranowo dalam Pilpres […],Pemeriksa Fakta Junior,0
"Agustus 26, 2023", Video “KERJA SAMA JOKOWI DAN HAKIM MK BENAR² BIKIN PRABOWO TENGGELAM”,"MENYESATKAN, berisi pelintiran konteks. FAKTA: menggunakan gambar pratinjau (thumbnail) dari peristiwa yang TIDAK berkaitan, potongan-potongan video yang konteksnya TIDAK berkaitan, dan pembacaan artikel dari media […]",Aribowo Sasmito,0
"Agustus 25, 2023", Baju Adat Jokowi di Upacara Kemerdekaan Mengandung Makna Negatif,Hasil periksa fakta Vendra Panji Faktanya baju adat yang dikenakan Presiden Jokowi adalah baju adat Ageman Songkok Singkepan Ageng yang merupakan salah satu jenis baju […],Pemeriksa Fakta Junior,0
"Agustus 25, 2023", Shin Tae Yong mengundurkan Diri Melatih Timnas,"Hasil periksa fakta Vendra Panji Klaim unggahan tersebut merupakan informasi yang tidak benar, karena sejauh ini belum ada pernyataan resmi STY untuk mundur melatih Timnas. […]",Pemeriksa Fakta Junior,0
"Agustus 25, 2023", Presiden Jokowi Kembalikan Ahok Menjadi Gubernur Jakarta,Hasil periksa fakta Vendra Panji Isi konten video tidak sama dengan klaim yang ditulis pada judul dan thumbnail video mengenai Ahok yang ditunjuk sebagai gubernur […],Pemeriksa Fakta Junior,0
"Agustus 25, 2023"," JOKOWI, MEGAWATI DAN PDIP TETAPKAN DUET GANJAR-GIBRAN 2024","Hasil periksa fakta Pekik Jalu Utomo.Informasi yang menyesatkan, selain thumbnail merupakan hasil rekayasa, dalam video tersebut juga tidak ditemukan informasi terkait Jokowi, Megawati dan PDIP […]",Tim Kalimasada,0
